13:47:16.600 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - === 应用启动调试信息 ===
14:04:17.261 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 4. 场景创建成功
14:04:17.262 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 5. 设置舞台属性
14:04:17.263 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 6. 舞台属性设置完成
14:04:17.263 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 7. 加载图标
14:04:17.263 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 图标URL: file:/E:/codeData/javaProject/javafx-ddmusic/ddmuisc2/target/classes/img/logo.svg
14:04:17.264 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 8. 图标加载成功
14:04:17.266 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 9. 显示舞台
14:04:17.692 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 10. 添加窗口缩放支持
14:04:17.694 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 11. 居中显示
14:04:17.695 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 12. 应用启动完成
15:24:04.446 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - === 应用启动调试信息 ===
15:24:04.448 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - Java 版本: 21.0.8
15:24:04.449 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - JavaFX 版本: 21.0.7
15:24:04.449 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 工作目录: E:\codeData\javaProject\javafx-ddmusic\ddmuisc2
15:24:04.449 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 1. 开始创建 HomePage
15:24:05.595 [JavaFX Application Thread] INFO  c.s.ddmusic.common.utils.ConfigUtils - 配置文件读取成功: C:\Users\Administrator\ddmusic.dd
15:24:05.601 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 旋转角度: 60.0
15:24:05.669 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 2. HomePage 创建成功
15:24:05.669 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 3. 开始创建场景
15:24:05.747 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 4. 场景创建成功
15:24:05.747 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 5. 设置舞台属性
15:24:05.748 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 6. 舞台属性设置完成
15:24:05.749 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 7. 加载图标
15:24:05.749 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 图标URL: file:/E:/codeData/javaProject/javafx-ddmusic/ddmuisc2/target/classes/img/logo.svg
15:24:05.761 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 8. 图标加载成功
15:24:05.761 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 9. 显示舞台
15:24:06.062 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 10. 添加窗口缩放支持
15:24:06.063 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 11. 居中显示
15:24:06.064 [JavaFX Application Thread] INFO  com.stickpoint.ddmusic.App - 12. 应用启动完成
15:24:08.669 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - === ToggleGroup 监听器被触发 ===
15:24:08.670 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - oldToggle: null
15:24:08.671 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - newToggle: myMusic
15:24:08.671 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - 当前选中的菜单项：myMusic
15:24:08.672 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - ================================
15:24:31.239 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 加载专辑封面: https://qnm.hunliji.com/o_1j4afpm441o4vceo1eilush18pj9.jpeg
15:24:31.240 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 当前旋转角度: 暂停--95.0
15:24:31.272 [Thread-95] INFO  c.s.d.p.n.MusicPlayDetailContainer - 实际专辑封面URL: https://qnm.hunliji.com/o_1j4afpm441o4vceo1eilush18pj9.jpeg
15:24:31.320 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 图片加载进度: 10%
15:24:31.325 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 图片加载进度: 25%
15:24:31.326 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 图片加载进度: 35%
15:24:31.328 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 图片加载进度: 45%
15:24:31.329 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 图片加载进度: 55%
15:24:31.331 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 图片加载进度: 65%
15:24:31.333 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 图片加载进度: 75%
15:24:31.334 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 图片加载进度: 85%
15:24:31.335 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 图片加载进度: 95%
15:24:31.335 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 图片加载进度: 100%
15:24:31.336 [JavaFX Application Thread] INFO  c.s.d.p.n.MusicPlayDetailContainer - 图片加载完成，加入缓存
15:25:00.870 [Thread-117] INFO  c.s.d.p.node.SearchResultContainer - 开始搜索关键词: 二十分钟
15:25:00.872 [Thread-117] INFO  c.s.d.common.utils.TuneHubApiUtils - 聚合搜索歌曲: 关键词=二十分钟
15:25:01.750 [Thread-117] INFO  c.s.d.p.node.SearchResultContainer - 搜索结果JSON: {"code":200,"message":"success","data":{"keyword":"二十分钟","limit":10,"page":1,"platforms":["netease","qq","kuwo"],"platformStats":{"netease":{"success":true,"count":10,"duration":389,"error":null},"qq":{"success":true,"count":10,"duration":646,"error":null},"kuwo":{"success":true,"count":10,"duration":594,"error":null}},"total":30,"results":[{"id":"3334421479","name":"20分钟","artist":"DJosama、AudiBoi、evl66","album":"DJosama","platform":"netease","url":"https://music-dl.sayqz.com/api/?source=netease&id=3334421479&type=url","pic":"https://music-dl.sayqz.com/api/?source=netease&id=3334421479&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=netease&id=3334421479&type=lrc"},{"id":"000UP2Pg1xhSAX","name":"20分钟","artist":"本兮","album":"溺爱","platform":"qq","url":"https://music-dl.sayqz.com/api/?source=qq&id=000UP2Pg1xhSAX&type=url","pic":"https://music-dl.sayqz.com/api/?source=qq&id=000UP2Pg1xhSAX&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=qq&id=000UP2Pg1xhSAX&type=lrc"},{"id":"365219859","name":"二十分钟","artist":"韩雅乐","album":"","platform":"kuwo","url":"https://music-dl.sayqz.com/api/?source=kuwo&id=365219859&type=url","pic":"https://music-dl.sayqz.com/api/?source=kuwo&id=365219859&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=kuwo&id=365219859&type=lrc"},{"id":"26598859","name":"20分钟","artist":"本兮","album":"溺爱","platform":"netease","url":"https://music-dl.sayqz.com/api/?source=netease&id=26598859&type=url","pic":"https://music-dl.sayqz.com/api/?source=netease&id=26598859&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=netease&id=26598859&type=lrc"},{"id":"004NX1qu4FbSqv","name":"20 Min (Explicit)","artist":"Lil Uzi Vert","album":"Luv Is Rage 2 (Deluxe) [Explicit]","platform":"qq","url":"https://music-dl.sayqz.com/api/?source=qq&id=004NX1qu4FbSqv&type=url","pic":"https://music-dl.sayqz.com/api/?source=qq&id=004NX1qu4FbSqv&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=qq&id=004NX1qu4FbSqv&type=lrc"},{"id":"401693916","name":"二十分钟","artist":"有声读物","album":"","platform":"kuwo","url":"https://music-dl.sayqz.com/api/?source=kuwo&id=401693916&type=url","pic":"https://music-dl.sayqz.com/api/?source=kuwo&id=401693916&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=kuwo&id=401693916&type=lrc"},{"id":"2694615432","name":"二十分钟","artist":"M21","album":"的发表","platform":"netease","url":"https://music-dl.sayqz.com/api/?source=netease&id=2694615432&type=url","pic":"https://music-dl.sayqz.com/api/?source=netease&id=2694615432&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=netease&id=2694615432&type=lrc"},{"id":"000Va1in2TvH4S","name":"512集 用了二十分钟的转身","artist":"于申威-袏佑","album":"麻衣神算子|袏佑|悬疑神作|阴阳风水|我给死人看命","platform":"qq","url":"https://music-dl.sayqz.com/api/?source=qq&id=000Va1in2TvH4S&type=url","pic":"https://music-dl.sayqz.com/api/?source=qq&id=000Va1in2TvH4S&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=qq&id=000Va1in2TvH4S&type=lrc"},{"id":"500513167","name":"二十分钟","artist":"秦天志.","album":"二十分钟","platform":"kuwo","url":"https://music-dl.sayqz.com/api/?source=kuwo&id=500513167&type=url","pic":"https://music-dl.sayqz.com/api/?source=kuwo&id=500513167&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=kuwo&id=500513167&type=lrc"},{"id":"1897978874","name":"20分钟","artist":"一夫","album":"10分钟","platform":"netease","url":"https://music-dl.sayqz.com/api/?source=netease&id=1897978874&type=url","pic":"https://music-dl.sayqz.com/api/?source=netease&id=1897978874&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=netease&id=1897978874&type=lrc"},{"id":"002ig4Nf2kbW7g","name":"二十分钟","artist":"秦天志.","album":"二十分钟","platform":"qq","url":"https://music-dl.sayqz.com/api/?source=qq&id=002ig4Nf2kbW7g&type=url","pic":"https://music-dl.sayqz.com/api/?source=qq&id=002ig4Nf2kbW7g&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=qq&id=002ig4Nf2kbW7g&type=lrc"},{"id":"366619133","name":"二十分钟","artist":"伟","album":"开端","platform":"kuwo","url":"https://music-dl.sayqz.com/api/?source=kuwo&id=366619133&type=url","pic":"https://music-dl.sayqz.com/api/?source=kuwo&id=366619133&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=kuwo&id=366619133&type=lrc"},{"id":"499802989","name":"027-ARCHIVES(GROVE HOOD Talk Shit Freestyle)","artist":"忘词Thugkid、GROVE HOOD葛洛夫兄弟会","album":"027-ARCHIVES","platform":"netease","url":"https://music-dl.sayqz.com/api/?source=netease&id=499802989&type=url","pic":"https://music-dl.sayqz.com/api/?source=netease&id=499802989&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=netease&id=499802989&type=lrc"},{"id":"0013XL570Nhnt2","name":"十分钟","artist":"张韶涵","album":"与世之争","platform":"qq","url":"https://music-dl.sayqz.com/api/?source=qq&id=0013XL570Nhnt2&type=url","pic":"https://music-dl.sayqz.com/api/?source=qq&id=0013XL570Nhnt2&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=qq&id=0013XL570Nhnt2&type=lrc"},{"id":"236801166","name":"第八百八十七章：二十分钟","artist":"小酷说书","album":"英雄联盟之众神之王","platform":"kuwo","url":"https://music-dl.sayqz.com/api/?source=kuwo&id=236801166&type=url","pic":"https://music-dl.sayqz.com/api/?source=kuwo&id=236801166&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=kuwo&id=236801166&type=lrc"},{"id":"1925501245","name":"二十分钟","artist":"猫和狗","album":"独归","platform":"netease","url":"https://music-dl.sayqz.com/api/?source=netease&id=1925501245&type=url","pic":"https://music-dl.sayqz.com/api/?source=netease&id=1925501245&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=netease&id=1925501245&type=lrc"},{"id":"001fBjy11wgyra","name":"10 Minutes","artist":"李孝利","album":"Stylish","platform":"qq","url":"https://music-dl.sayqz.com/api/?source=qq&id=001fBjy11wgyra&type=url","pic":"https://music-dl.sayqz.com/api/?source=qq&id=001fBjy11wgyra&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=qq&id=001fBjy11wgyra&type=lrc"},{"id":"3191424","name":"十分钟","artist":"이효리","album":"","platform":"kuwo","url":"https://music-dl.sayqz.com/api/?source=kuwo&id=3191424&type=url","pic":"https://music-dl.sayqz.com/api/?source=kuwo&id=3191424&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=kuwo&id=3191424&type=lrc"},{"id":"31140336","name":"The Left Panel","artist":"Buckethead","album":"The Left Panel","platform":"netease","url":"https://music-dl.sayqz.com/api/?source=netease&id=31140336&type=url","pic":"https://music-dl.sayqz.com/api/?source=netease&id=31140336&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=netease&id=31140336&type=lrc"},{"id":"001LY5Am0ofIno","name":"一公里的幸福","artist":"徐良","album":"情话","platform":"qq","url":"https://music-dl.sayqz.com/api/?source=qq&id=001LY5Am0ofIno&type=url","pic":"https://music-dl.sayqz.com/api/?source=qq&id=001LY5Am0ofIno&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=qq&id=001LY5Am0ofIno&type=lrc"},{"id":"482532611","name":"堵桥的乌鲁鲁永远出不了大红 (Demo)","artist":"疾风","album":"堵桥永远出不了大红","platform":"kuwo","url":"https://music-dl.sayqz.com/api/?source=kuwo&id=482532611&type=url","pic":"https://music-dl.sayqz.com/api/?source=kuwo&id=482532611&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=kuwo&id=482532611&type=lrc"},{"id":"2164441437","name":"二十分钟","artist":"阅读轻音乐","album":"勿因喜而轻诺","platform":"netease","url":"https://music-dl.sayqz.com/api/?source=netease&id=2164441437&type=url","pic":"https://music-dl.sayqz.com/api/?source=netease&id=2164441437&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=netease&id=2164441437&type=lrc"},{"id":"0002eRkB21fnsD","name":"十分钟","artist":"EnjiA魏恩佳","album":"“EnjiA”","platform":"qq","url":"https://music-dl.sayqz.com/api/?source=qq&id=0002eRkB21fnsD&type=url","pic":"https://music-dl.sayqz.com/api/?source=qq&id=0002eRkB21fnsD&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=qq&id=0002eRkB21fnsD&type=lrc"},{"id":"241737577","name":"Heartbeat","artist":"Shawn Mendes","album":"Heartbeat (From the “Lyle, Lyle, Crocodile” Original Motion Picture Soundtrack)","platform":"kuwo","url":"https://music-dl.sayqz.com/api/?source=kuwo&id=241737577&type=url","pic":"https://music-dl.sayqz.com/api/?source=kuwo&id=241737577&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=kuwo&id=241737577&type=lrc"},{"id":"1454401100","name":"二十分钟","artist":"PRC、孙泽成_","album":"二十分钟","platform":"netease","url":"https://music-dl.sayqz.com/api/?source=netease&id=1454401100&type=url","pic":"https://music-dl.sayqz.com/api/?source=netease&id=1454401100&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=netease&id=1454401100&type=lrc"},{"id":"000ZB5BZ2goaBZ","name":"十分钟 (配180节拍) (配180节拍)","artist":"盒子有话","album":"跑步音乐配步频180拍/分钟","platform":"qq","url":"https://music-dl.sayqz.com/api/?source=qq&id=000ZB5BZ2goaBZ&type=url","pic":"https://music-dl.sayqz.com/api/?source=qq&id=000ZB5BZ2goaBZ&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=qq&id=000ZB5BZ2goaBZ&type=lrc"},{"id":"82332320","name":"来自未来的我：10三条预言","artist":"米小圈","album":"米小圈上学记：四年级","platform":"kuwo","url":"https://music-dl.sayqz.com/api/?source=kuwo&id=82332320&type=url","pic":"https://music-dl.sayqz.com/api/?source=kuwo&id=82332320&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=kuwo&id=82332320&type=lrc"},{"id":"1896400593","name":"The Next Rap God 2","artist":"Dax","album":"The Next Rap God 2","platform":"netease","url":"https://music-dl.sayqz.com/api/?source=netease&id=1896400593&type=url","pic":"https://music-dl.sayqz.com/api/?source=netease&id=1896400593&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=netease&id=1896400593&type=lrc"},{"id":"003k8Wqr2QTUlc","name":"10 Minutes","artist":"INNA","album":"Very Hot (Collector's Edition) (disc1)","platform":"qq","url":"https://music-dl.sayqz.com/api/?source=qq&id=003k8Wqr2QTUlc&type=url","pic":"https://music-dl.sayqz.com/api/?source=qq&id=003k8Wqr2QTUlc&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=qq&id=003k8Wqr2QTUlc&type=lrc"},{"id":"143020649","name":"Freezing","artist":"Bren Joy","album":"Freezing","platform":"kuwo","url":"https://music-dl.sayqz.com/api/?source=kuwo&id=143020649&type=url","pic":"https://music-dl.sayqz.com/api/?source=kuwo&id=143020649&type=pic","lrc":"https://music-dl.sayqz.com/api/?source=kuwo&id=143020649&type=lrc"}]},"timestamp":"2026-01-24T15:25:01.920+08:00"}
15:25:01.761 [Thread-117] INFO  c.s.d.p.node.SearchResultContainer - 搜索结果数量: 30
15:25:08.647 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - === ToggleGroup 监听器被触发 ===
15:25:08.648 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - oldToggle: myMusic
15:25:08.648 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - newToggle: roam
15:25:08.649 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - 当前选中的菜单项：roam
15:25:08.649 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - 上一个被选中的菜单项：myMusic
15:25:08.650 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - ================================
15:25:08.966 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - === ToggleGroup 监听器被触发 ===
15:25:08.966 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - oldToggle: roam
15:25:08.967 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - newToggle: myMusic
15:25:08.967 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - 当前选中的菜单项：myMusic
15:25:08.967 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - 上一个被选中的菜单项：roam
15:25:08.968 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - ================================
15:25:20.087 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - === ToggleGroup 监听器被触发 ===
15:25:20.087 [JavaFX Application Thread] INFO  c.s.d.p.node.HomePageMenuItemPanel - oldToggle: myMusic
